Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
2026/08/28 00:01:40;;;;;;;11.48;5.38;;;;;;;24.75;100.00;165278.53;5376343;26;20001;-74
2026/08/28 00:04:06;;;;;;;8.80;4.82;;;;;;;24.69;100.00;165261.00;5376509;26;20015;-74
2026/08/28 00:06:32;;;;;;;8.40;4.53;;;;;;;24.71;100.00;165266.41;5380401;26;20446;-74
2026/08/28 00:08:58;;;;;;;7.80;4.45;;;;;;;24.74;100.00;165275.81;5380829;26;20024;-74
2026/08/28 00:11:24;;;;;;;9.45;4.75;;;;;;;24.75;100.00;165278.53;5377284;26;20465;-74
2026/08/28 00:13:50;;;;;;;8.43;4.43;;;;;;;24.75;100.00;165277.19;5379162;26;19996;-74
2026/08/28 00:16:15;;;;;;;8.00;4.15;;;;;;;24.81;100.00;165293.31;5380319;26;19992;-74
2026/08/28 00:18:41;;;;;;;8.95;4.57;;;;;;;24.86;100.00;165305.47;5378856;26;20395;-74
2026/08/28 00:21:07;;;;;;;11.65;4.78;;;;;;;24.82;100.00;165296.03;5380078;26;19992;-74
2026/08/28 00:23:33;;;;;;;8.02;4.57;;;;;;;24.79;100.00;165289.31;5380252;26;19992;-74
2026/08/28 00:25:59;;;;;;;9.00;5.15;;;;;;;24.81;100.00;165293.31;5380478;26;20041;-73
2026/08/28 00:28:25;;;;;;;12.25;4.65;;;;;;;24.79;100.00;165287.97;5380259;26;19996;-74
2026/08/28 00:30:51;;;;;;;9.35;5.15;;;;;;;24.74;100.00;165275.81;5368579;26;20012;-74
2026/08/28 00:33:16;;;;;;;7.03;5.13;;;;;;;24.65;100.00;165251.56;5344386;26;19997;-74
2026/08/28 00:35:42;;;;;;;8.60;5.00;;;;;;;24.69;100.00;165261.00;5343716;26;20011;-73
2026/08/28 00:38:08;;;;;;;16.23;5.80;;;;;;;24.70;100.00;165263.69;5344067;26;19996;-73
2026/08/28 00:40:34;;;;;;;7.72;5.10;;;;;;;24.69;100.00;165262.34;5343470;26;20001;-74
2026/08/28 00:43:00;;;;;;;10.00;5.47;;;;;;;24.71;100.00;165266.41;5345199;26;20008;-74
2026/08/28 00:45:26;;;;;;;15.00;5.55;;;;;;;24.70;100.00;165265.06;5345201;26;20012;-74
2026/08/28 00:47:52;;;;;;;12.40;5.60;;;;;;;24.67;100.00;165255.63;5361582;26;20319;-74
2026/08/28 00:50:17;;;;;;;16.23;5.07;;;;;;;24.67;100.00;165255.63;5379461;26;20011;-74
2026/08/28 00:52:43;;;;;;;8.90;4.78;;;;;;;24.69;100.00;165261.00;5345595;26;20001;-74
2026/08/28 00:55:09;;;;;;;8.75;5.13;;;;;;;24.69;100.00;165261.00;5342932;26;19997;-74
2026/08/28 00:57:35;;;;;;;11.18;5.43;;;;;;;24.63;100.00;165246.19;5344806;26;20012;-74
2026/08/28 01:00:05;;;;;;;10.23;4.63;;;;;;;24.62;100.00;165243.50;5381834;26;19997;-74
2026/08/28 01:02:31;;;;;;;7.45;4.32;;;;;;;24.64;100.00;165247.56;5344833;26;20004;-74
2026/08/28 01:04:57;;;;;;;8.57;4.32;;;;;;;24.66;100.00;165252.94;5344988;26;19997;-74
2026/08/28 01:07:22;;;;;;;9.52;4.80;;;;;;;24.66;100.00;165252.94;5343924;26;20001;-73
2026/08/28 01:09:48;;;;;;;10.90;4.95;;;;;;;24.65;100.00;165250.22;5362854;26;19992;-74
2026/08/28 01:12:14;;;;;;;7.85;4.35;;;;;;;24.59;100.00;165236.78;5377966;26;20449;-74
2026/08/28 01:14:40;;;;;;;7.43;4.80;;;;;;;24.59;100.00;165235.44;5379694;26;20011;-74
2026/08/28 01:17:06;;;;;;;8.40;4.50;;;;;;;24.59;100.00;165236.78;5378863;26;20000;-74
2026/08/28 01:19:32;;;;;;;8.52;4.60;;;;;;;24.58;100.00;165234.06;5379181;26;20347;-74
2026/08/28 01:21:58;;;;;;;10.73;4.93;;;;;;;24.55;100.00;165224.66;5379037;26;20000;-74
2026/08/28 01:24:23;;;;;;;8.00;4.28;;;;;;;24.48;100.00;165207.16;5379502;26;20007;-74
2026/08/28 01:26:49;;;;;;;7.80;4.18;;;;;;;24.44;100.00;165195.00;5379158;26;19996;-74
2026/08/28 01:29:15;;;;;;;12.85;4.90;;;;;;;24.38;100.00;165180.16;5379279;26;20000;-74
