Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
2026/01/14 00:01:28;;;;;;;40.00;23.88;;;;;;;3.50;100.00;99526.94;5201064;27;20486;-72
2026/01/14 00:03:54;;;;;;;37.67;23.92;;;;;;;3.49;100.00;99528.84;5204460;27;20019;-72
2026/01/14 00:06:19;;;;;;;40.88;23.05;;;;;;;3.52;100.00;99527.50;5207902;27;20004;-72
2026/01/14 00:08:45;;;;;;;41.22;24.60;;;;;;;3.46;100.00;99525.81;5205675;27;20015;-72
2026/01/14 00:11:11;;;;;;;43.53;25.58;;;;;;;3.43;100.00;99527.13;5201667;27;20000;-72
2026/01/14 00:13:37;;;;;;;42.15;24.30;;;;;;;3.43;100.00;99516.31;5203968;27;20000;-71
2026/01/14 00:16:03;;;;;;;40.22;24.17;;;;;;;3.43;100.00;99518.22;5202640;27;20015;-72
2026/01/14 00:18:29;;;;;;;46.95;25.05;;;;;;;3.45;100.00;99513.38;5203648;27;20016;-72
2026/01/14 00:20:55;;;;;;;40.17;24.70;;;;;;;3.44;100.00;99512.53;5205975;27;20032;-72
2026/01/14 00:23:21;;;;;;;42.25;25.63;;;;;;;3.47;100.00;99509.38;5208934;27;20466;-72
2026/01/14 00:25:47;;;;;;;42.78;25.35;;;;;;;3.50;100.00;99506.16;5209051;27;20059;-73
2026/01/14 00:28:13;;;;;;;44.67;25.70;;;;;;;3.47;100.00;99505.88;5206769;27;20082;-72
2026/01/14 00:30:39;;;;;;;38.40;24.15;;;;;;;3.50;100.00;99508.88;5203515;27;20007;-71
2026/01/14 00:33:05;;;;;;;41.47;25.00;;;;;;;3.52;100.00;99503.22;5203986;27;20003;-72
2026/01/14 00:35:30;;;;;;;41.42;25.13;;;;;;;3.48;100.00;99508.28;5203792;27;20011;-72
2026/01/14 00:37:56;;;;;;;43.95;25.65;;;;;;;3.48;100.00;99505.59;5209115;27;20022;-72
2026/01/14 00:40:22;;;;;;;45.78;25.65;;;;;;;3.47;100.00;99503.97;5204387;27;20004;-72
2026/01/14 00:42:48;;;;;;;41.83;25.77;;;;;;;3.50;100.00;99502.66;5208817;27;20114;-72
2026/01/14 00:45:14;;;;;;;45.67;27.10;;;;;;;3.50;100.00;99506.16;5196456;27;20004;-72
2026/01/14 00:47:40;;;;;;;45.80;27.88;;;;;;;3.49;100.00;99498.31;5202490;27;20015;-72
2026/01/14 00:50:06;;;;;;;44.35;26.60;;;;;;;3.50;100.00;99489.97;5205710;27;20008;-72
2026/01/14 00:52:32;;;;;;;47.83;26.85;;;;;;;3.50;100.00;99487.28;5206342;27;20014;-72
2026/01/14 00:54:58;;;;;;;44.45;26.40;;;;;;;3.49;100.00;99495.59;5208794;27;20331;-71
2026/01/14 00:57:24;;;;;;;47.83;25.83;;;;;;;3.51;100.00;99494.31;5205074;27;20011;-71
2026/01/14 00:59:50;;;;;;;48.13;26.30;;;;;;;3.54;100.00;99498.41;5207376;27;20003;-71
2026/01/14 01:02:16;;;;;;;44.00;26.20;;;;;;;3.52;100.00;99489.75;5194632;27;20019;-71
2026/01/14 01:04:42;;;;;;;45.95;25.58;;;;;;;3.56;100.00;99498.97;5201964;27;20022;-73
2026/01/14 01:07:08;;;;;;;44.40;25.73;;;;;;;3.59;100.00;99500.34;5212038;27;20464;-72
2026/01/14 01:09:34;;;;;;;45.78;25.83;;;;;;;3.57;100.00;99499.78;5204268;27;20459;-71
2026/01/14 01:12:00;;;;;;;45.83;25.13;;;;;;;3.58;100.00;99506.81;5211280;27;20058;-72
2026/01/14 01:14:26;;;;;;;43.67;26.50;;;;;;;3.56;100.00;99511.63;5199821;27;20000;-71
2026/01/14 01:16:51;;;;;;;46.22;26.42;;;;;;;3.52;100.00;99501.34;5206666;27;20026;-72
2026/01/14 01:19:17;;;;;;;47.58;27.42;;;;;;;3.52;100.00;99520.22;5211865;27;20010;-72
2026/01/14 01:21:43;;;;;;;43.75;26.58;;;;;;;3.52;100.00;99517.53;5208612;27;19999;-72
2026/01/14 01:24:09;;;;;;;47.15;27.95;;;;;;;3.53;100.00;99513.78;5211488;27;19999;-72
2026/01/14 01:26:35;;;;;;;43.10;26.88;;;;;;;3.50;100.00;99513.44;5197604;27;20018;-72
2026/01/14 01:29:01;;;;;;;45.03;28.05;;;;;;;3.48;100.00;99519.09;5206501;27;20000;-72
2026/01/14 01:31:27;;;;;;;43.40;25.58;;;;;;;3.47;100.00;99519.34;5202243;27;20004;-72
2026/01/14 01:33:52;;;;;;;43.10;24.90;;;;;;;3.48;100.00;99518.28;5210604;27;20014;-71
2026/01/14 01:36:18;;;;;;;45.42;26.27;;;;;;;3.49;100.00;99512.66;5199865;27;20451;-73
2026/01/14 01:38:44;;;;;;;50.70;28.13;;;;;;;3.52;100.00;99503.22;5210582;27;20019;-72
2026/01/14 01:41:10;;;;;;;41.92;25.88;;;;;;;3.53;100.00;99500.28;5209717;27;20465;-71
2026/01/14 01:43:36;;;;;;;47.47;26.88;;;;;;;3.53;100.00;99496.75;5210766;27;20015;-72
2026/01/14 01:46:02;;;;;;;45.95;26.52;;;;;;;3.51;100.00;99505.13;5206897;27;20000;-72
2026/01/14 01:48:28;;;;;;;50.00;28.00;;;;;;;3.48;100.00;99513.69;5216098;27;20365;-72
2026/01/14 01:50:54;;;;;;;47.40;28.08;;;;;;;3.48;100.00;99512.88;5206372;27;20015;-72
2026/01/14 01:53:19;;;;;;;50.78;28.27;;;;;;;3.50;100.00;99503.47;5202413;27;20435;-72
2026/01/14 01:55:45;;;;;;;48.00;29.48;;;;;;;3.46;100.00;99507.72;5210445;27;19999;-71
2026/01/14 01:58:11;;;;;;;50.42;29.33;;;;;;;3.46;100.00;99521.22;5208127;27;20023;-72
2026/01/14 02:00:37;;;;;;;48.08;27.85;;;;;;;3.48;100.00;99511.00;5211080;27;20368;-72
2026/01/14 02:03:03;;;;;;;44.47;27.77;;;;;;;3.49;100.00;99507.25;5204986;27;19996;-72
2026/01/14 02:05:29;;;;;;;51.15;28.23;;;;;;;3.50;100.00;99499.97;5216573;27;19999;-72
2026/01/14 02:07:55;;;;;;;47.17;27.73;;;;;;;3.52;100.00;99504.03;5176902;27;20467;-72
2026/01/14 02:10:21;;;;;;;47.03;29.05;;;;;;;3.53;100.00;99510.25;5202696;27;20008;-72
2026/01/14 02:12:47;;;;;;;45.30;27.63;;;;;;;3.52;100.00;99501.34;5209928;27;20015;-71
2026/01/14 02:15:13;;;;;;;48.83;30.08;;;;;;;3.51;100.00;99506.97;5201741;27;20015;-72
2026/01/14 02:17:38;;;;;;;48.88;29.67;;;;;;;3.50;100.00;99499.97;5208248;27;20014;-72
2026/01/14 02:20:04;;;;;;;43.60;27.23;;;;;;;3.45;100.00;99508.81;5209614;27;20449;-71
